種別,セグメントID,テキスト,日本語BERT_判定,多言語XLM-R_判定
コメント,8,あ！！まゆさん:sparkles:こんばんは〜,Neutral,Positive
コメント,8,アナリティクス噛んだら大事やな笑笑,Positive,Neutral
コメント,8,ポツポツしとる,Neutral,Negative
コメント,8,動いてるよ,Neutral,Positive
コメント,8,固まってないけど,Negative,Neutral
コメント,8,2倍速で追いつきましたにゃ:virtualhug:,Neutral,Positive
コメント,8,年寄り多そうｗｗ,Negative,Neutral
コメント,8,早送りで直った,Neutral,Positive
コメント,8,前から不思議に思ってたけど、ひろゆきさんなんでそんなにクスリに詳しいんだろ？,Neutral,Negative
コメント,8,今ふつーにうってる。皐かたまってた,Negative,Positive
コメント,8,おじさんおばさんだろ,Negative,Neutral
コメント,8,ほらｗｗ,Positive,Neutral
コメント,8,さすがDIOを論破した男,Neutral,Positive
コメント,8,中間層多いな,Neutral,Negative
コメント,8,かまぽこ♪　かまぽこ♪　かまぽこ♪　:virtualhug:w,Neutral,Positive
コメント,8,100歳だお,Neutral,Positive
コメント,8,４回休職して閑職へ異動になりました,Negative,Neutral
コメント,8,13歳！！,Positive,Neutral
コメント,8,まさに:face-green-smiling:,Neutral,Negative
コメント,8,４回休職して閑職へ異動になりました,Negative,Neutral
コメント,8,老人層どんなもんやろ,Neutral,Negative
コメント,9,理系おつー,Neutral,Positive
コメント,9,からっぽからのおりこうになるほーほー:volcano:,Neutral,Positive
コメント,9,おじさんおばさんなんだな。,Neutral,Positive
コメント,9,子供少ないのか、意外,Neutral,Negative
コメント,9,へー,Neutral,Negative
コメント,9,アホかどうかわかりますか？,Negative,Neutral
コメント,9,そういうデータあるんだぁ,Neutral,Positive
コメント,9,４回休職して閑職へ異動になりました,Negative,Neutral
コメント,9,ひろゆきのターゲットにされてる:eyes-purple-crying:,Neutral,Negative
コメント,9,ひろゆきさんこんばんはー:smiling_face_with_smiling_eyes:,Neutral,Positive
コメント,9,こんにちは今来ました,Neutral,Positive
コメント,9,おなしゃす,Neutral,Positive
コメント,9,前にくらべてスパチヤの値段安くなってきてるな,Neutral,Negative
コメント,9,はーいおばさんです:woman_raising_hand:,Neutral,Positive
コメント,9,マイクがぷつぷつ:studio_microphone:,Neutral,Positive
コメント,9,鬱病にはいわないよ～,Negative,Neutral
コメント,9,間にうける真面目な人か〜,Neutral,Positive
コメント,9,京都風やね,Neutral,Positive
コメント,10,高い,Negative,Neutral
コメント,10,愚問だ。,Negative,Neutral
コメント,10,なんで請求書？,Negative,Neutral
コメント,10,NHKどうにかなりませんか？,Neutral,Negative
コメント,10,こえー,Negative,Neutral
コメント,10,やばたにえんw,Positive,Negative
コメント,10,＞＜,Neutral,Negative
コメント,10,位置情報こわっ！,Neutral,Negative
コメント,10,こんばんは,Neutral,Positive
コメント,10,,Neutral,Negative
コメント,10,今日はお花見しました〜:cherry_blossom:,Neutral,Positive
コメント,10,2児の母です｡明石市の泉市長の功績を知り今後の子育て支援に希望を感じ3人目を妊娠中です｡気が早いですが4人目を考えるか夫婦で相談しています｡地元結婚のため子供を両親に預けたり助けてもらっています｡少子化が叫ばれる今4人目を育てる事が自分達ができる社会貢献ではないかと話し合ったりもしますが実際4人の子育ては大変だろうから3人育児に注力すればいいのではないかとも思います｡ご意見いただけますでしょうか？,Neutral,Positive
コメント,10,ビールの横のピンボケしてる何かも！！,Negative,Neutral
コメント,10,卒業まで待てばいいじゃん,Neutral,Positive
コメント,10,就職するまでは辛抱やな,Neutral,Negative
コメント,10,卒業まで待つしかない,Neutral,Negative
コメント,10,頑張れ:eyes-purple-crying:,Neutral,Positive
コメント,10,治療院業界で勤めている26歳です。 業界は衰退期に突入しておりどこの会社もM&Aで大手が伸びている状態です。私の会社は25人規模の会社でここ最近は予算を下回っています。 幹部にはなりましたが社長を除き、幹部は３人で院長陣と私になります。幹部と言っても年収は300万ほど。 先日結婚もして先が見えません。 他の業界に転職するべきでしょうか。 ちなみに 同じ会社にいる社員はこれから転職しsaas業界に転職するそうで、少し興味を持っています。,Neutral,Negative
コメント,10,金の為、ガマン,Neutral,Positive
コメント,11,ありません( - ̀ω -́ )✧,Neutral,Positive
コメント,11,こんちゃこんちゃ,Neutral,Positive
コメント,11,100日後に井のウエ という井上陽水さんモノマネ弾き語りを100曲アップしましたが、圧倒的に再生数が伸びません。 ひろゆきさんにコメント読んで頂いても多分伸びませんが、どれくらい伸びないか実験したくてスパチャさせて頂きました。,Neutral,Positive
コメント,11,ペンギンスパちゃ！,Neutral,Positive
コメント,11,ろーぎゃい,Neutral,Positive
コメント,11,へー,Neutral,Negative
コメント,11,へぇ,Neutral,Negative
コメント,11,こんばんは～,Neutral,Positive
コメント,11,あー,Negative,Neutral
コメント,11,討論もしなくていい　当事者だけでやってくれ,Negative,Neutral
コメント,11,芸人はオワコン,Negative,Neutral
コメント,11,ペンギンと泳ぎたい,Neutral,Positive
コメント,11,ペンギンを踏みそうだったよねアレ:penguin:,Neutral,Negative
コメント,11,ホオジロザメ,Neutral,Negative
コメント,11,ペンギンにかまれたことあります,Neutral,Negative
コメント,11,(ﾟｰﾟ)(｡_｡)ｳﾝｳﾝ,Neutral,Positive
コメント,11,海に、行きてー,Neutral,Positive
コメント,11,お決まりのヤツやな,Neutral,Negative
コメント,11,民事したらいいやん,Negative,Positive
コメント,11,au200xさん、わざわざスパチャでありがとうございます…:double_exclamation_mark:︎丁度使ってないスマホが一台あるのでそれでやります。,Neutral,Positive
コメント,11,喉の調子良くなってきたかも:red_question_mark:,Neutral,Positive
コメント,11,かすがすきだから今後は気をつけて欲しい,Neutral,Positive
コメント,11,ペンギンそうなのね,Neutral,Positive
コメント,11,身体張ってるのもいいことやし相談するべきやったな,Neutral,Positive
コメント,11,老人のプール！笑,Positive,Neutral
コメント,11,皇帝ペンギンが好きです:virtualhug:,Neutral,Positive
コメント,11,さすが村長:double_exclamation_mark::penguin:,Neutral,Positive
コメント,11,動物園いきたいなあ,Neutral,Positive
コメント,11,春日が炎上してたのか・・・,Neutral,Negative
コメント,11,ライオンにかまれる,Negative,Positive
コメント,11,,Neutral,Negative
コメント,11,白鳥って攻撃的だぞ,Negative,Positive
コメント,11,ひろゆきが最初の動画でペンギンにつつかれてたのもそんな感じか（,Neutral,Negative
コメント,11,厚着デスね,Neutral,Positive
コメント,12,組めばむずかしくない,Negative,Positive
コメント,12,草,Neutral,Negative
コメント,12,プログラミングってだいじじゃない?,Neutral,Negative
コメント,12,ボケてるってこと？,Neutral,Negative
コメント,12,介護福祉士、40代男です。以前エクセルのことでスパチャしたことがあります。病院に勤めてるのですが昇格人事でほぼ同期の人が介護主任に次ぐポジションに昇格しました。ただ無能です。一方以前同じ職場にいて現在訪問介護の仕事していて有能で手取り40万とのこと、そこに面接を受けに行きました。今のところは看護部長も無能です。面接先は勤めている病院より事業規模小さいです。転職すべきでしょうか？,Negative,Neutral
コメント,12,そーなのかー,Neutral,Negative
コメント,12,ひろゆきペンギンに似てる:eyes-purple-crying:,Neutral,Negative
コメント,12,今忙しいんじゃない？,Negative,Neutral
コメント,12,まだ届いてなかったんかｗ,Neutral,Negative
コメント,12,うーん,Negative,Neutral
コメント,12,勘違いです,Neutral,Negative
コメント,12,なるほどお,Neutral,Positive
コメント,12,彼らの得のために,Neutral,Positive
コメント,12,ん、ん〜:ogre:,Negative,Neutral
コメント,12,憲法9条バリア:double_exclamation_mark:,Neutral,Negative
コメント,12,キシダバンバンやっちゃえ,Neutral,Negative
コメント,12,へぇー,Neutral,Negative
コメント,12,第一次シャモジ戦争,Neutral,Negative
コメント,12,戦わないぞ,Negative,Neutral
コメント,12,先制攻撃はないと思うよ,Negative,Neutral
コメント,12,言ってもいいｗ,Positive,Neutral
コメント,12,仮初の平和,Neutral,Positive
コメント,12,,Neutral,Negative
コメント,12,あまり過信しないほうが良い。,Negative,Neutral
コメント,12,6歳の子供を育てながら、宅建、FPの資格を取得し、次は行政書士にチャレンジしたいと思っています。4月から子供が小学校に上がるので帰宅時間が早く、時間の確保が難しいと思いますが、効率よく勉強する方法はありますでしょうか？,Neutral,Positive
コメント,12,ゴルァ:eyes-purple-crying:,Neutral,Negative
コメント,12,なるほど,Neutral,Positive
コメント,12,中国、オラァーー,Negative,Positive
コメント,12,ゴルァ:eyes-purple-crying:,Neutral,Negative
コメント,12,お前るァ,Neutral,Negative
コメント,12,自衛隊発動権は、総理だろ、,Neutral,Negative
コメント,12,大使ぶちギレ,Neutral,Negative
コメント,12,戦争やらんだけは上はましやな,Neutral,Negative
コメント,12,江戸っ子だね。,Neutral,Positive
コメント,12,6歳の子供を育てながら、宅建、FPと資格を取得して、次は行政書士にチャレンジしたいと思っています。4月から子供が小学校に上がるので帰宅時間が早く、時間の確保が難しいと思いますが、効率よく勉強する方法はありますでしょうか？,Neutral,Positive
コメント,12,"ひろゆき, hiroyuki へー、俺も大使になろ",Neutral,Positive
コメント,12,オデがその仕事やりたーい、ぬっころー,Neutral,Positive
コメント,12,ノットイコールミーの尾木波菜が飼い猫を虐待してる件について思いますか？ (具体的に言うと配信中に猫をぬいぐるみ扱いしてる動画が多々上がってます。後ろに放り投げたり故意的に突き飛ばしたり。) 謝罪とかはどうでもよくて、どうにか猫を保護してほしいのですが、方法はありますか？,Neutral,Negative
コメント,12,ひろゆきって元ヤンなんだ:eyes-purple-crying:,Neutral,Negative
コメント,12,へー,Neutral,Negative
コメント,12,ロシアは　おそろしあ。,Negative,Positive
コメント,12,上様ーー,Neutral,Positive
コメント,12,国連ｲﾗﾈ,Negative,Positive
コメント,12,泣いてもらっていいですか,Neutral,Negative
コメント,12,昔の男気おとこぎw,Positive,Neutral
コメント,12,ひろゆきさん今日はうん○というでしょうか,Neutral,Positive
コメント,12,こんばんはー,Neutral,Positive
コメント,12,現在が過去に置き換われない。,Negative,Neutral
コメント,12,なるほど,Neutral,Positive
コメント,12,ダッサいのぉ,Neutral,Positive
コメント,12,ラグが長い頃の慣習がずっと残ってるのか,Neutral,Negative
コメント,13,いやでええす,Neutral,Negative
コメント,13,マグカップ:eyes-purple-crying:,Neutral,Negative
コメント,13,しゃもじがむずい,Neutral,Negative
コメント,13,パーカーは欲しいけども,Neutral,Negative
コメント,13,ペンギン村の村長さんだから、ペンギンに優しいの？,Neutral,Positive
コメント,13,やです,Negative,Neutral
コメント,13,草,Neutral,Negative
コメント,13,それはやらないでいいですw,Neutral,Negative
コメント,13,はずいです,Neutral,Negative
コメント,13,ペンギン村の村長さんだから、ペンギンに優しいの？,Neutral,Positive
コメント,13,逆に日本語大丈夫なんかな？,Neutral,Negative
コメント,13,ひろゆきのLINEスタンプ買ってしまった。,Negative,Positive
コメント,13,ドンマイです。,Neutral,Positive
コメント,13,ユニクロとコラボしてほしい,Neutral,Positive
コメント,13,視聴者の大半黄色パーカー着てるの想像したらうけるｗ,Neutral,Positive
コメント,13,ひろゆきのパーカー高いんじゃないの:eyes-purple-crying:,Neutral,Negative
コメント,13,ADHDの人,Neutral,Negative
コメント,13,へぇー,Neutral,Negative
コメント,13,研究者タイプやな,Neutral,Negative
コメント,13,YouTubeに集中しちゃってるけど,Neutral,Negative
コメント,13,ひろゆきがグッズ作って稼いでたら引くわ,Negative,Positive
コメント,14,"うちは先月5,000円ほどやったよ",Negative,Neutral
コメント,14,原油高,Negative,Neutral
コメント,14,日本は原発にスライドするよ、,Neutral,Negative
コメント,14,ふーん(ΦωΦ),Neutral,Negative
コメント,14,寝落ちゆき:virtualhug:,Negative,Neutral
コメント,14,こんばんわー,Neutral,Positive
コメント,14,電気代は政府が出してくれてw,Neutral,Positive
コメント,14,１月20000円。２月15000円。払った。,Negative,Neutral
コメント,14,うーん、安い。,Negative,Positive
コメント,14,電気代今月4万だぜ！,Negative,Positive
コメント,14,ゲップした:exclamation_question_mark:,Neutral,Negative
コメント,14,大丈夫日本全部右下下りだよーーー,Negative,Positive
コメント,14,可愛い喉鳴ったやろ？、 ,Neutral,Positive
コメント,14,2025年に大津波がくる説,Neutral,Negative
コメント,14,へー、,Neutral,Negative
コメント,14,ひろゆきっずたちはスタンプ持ってるよね,Neutral,Positive
コメント,14,電化代上がってるから色んな生活物質が高くなってるんだよー,Negative,Positive
コメント,14,来月念願の北区赤羽に行けることになりました。そこでひろゆきさんのオススメの飲食店教えてください！もしオススメがなければひろゆきさんのゆかりの飲食店教えていただければ嬉しいです！お願い致しますm(_ _)m,Neutral,Positive
コメント,14,笑笑,Positive,Neutral
コメント,14,ゲップかい！！！！！！,Neutral,Negative
コメント,14,グェフ。,Negative,Positive
コメント,14,わからなかった,Negative,Neutral
コメント,14,げっぷ許すまじ！（ｗ）,Positive,Negative
コメント,14,ゲップ:grinning_squinting_face:,Neutral,Negative
コメント,14,CO2,Negative,Neutral
コメント,14,謝れて偉い:clapping_hands:,Neutral,Positive
コメント,14,ゲップをエネルギーに！,Neutral,Positive
コメント,14,草,Neutral,Negative
コメント,14,さっさと出会って下さい。,Negative,Positive
コメント,14,そうですね。,Neutral,Negative
コメント,14,ぉ；１日で復活かｗ；,Neutral,Negative
コメント,14,安定の市役所勤務！,Positive,Neutral
コメント,14,カクカクしてるね,Negative,Positive
コメント,15,うちと同じだ,Neutral,Negative
コメント,15,ペーパードライバー(｀･ω･´)ｷﾘｯ,Neutral,Positive
コメント,15,手取り40万て高いの？,Neutral,Negative
コメント,15,はい(・∀・),Neutral,Positive
コメント,15,だわなw,Neutral,Negative
コメント,15,つらたん？,Neutral,Negative
コメント,15,AIひろゆき様３１５０,Positive,Neutral
コメント,15,2児の母です｡明石市の泉市長の功績を知り今後の子育て支援に希望を感じ3人目を妊娠中です｡気が早いですが4人目を考えるか夫婦で相談しています｡地元結婚のため子供を両親に預けたり助けてもらっています｡少子化が叫ばれる今4人目を育てる事が自分達ができる社会貢献ではないかと話し合ったりもしますが実際4人の子育ては大変だろうから3人育児に注力すればいいのではないかとも思います｡ご意見いただけますでしょうか,Neutral,Positive
コメント,15,返事早,Neutral,Positive
コメント,15,ちゃんと薬でよくなる,Neutral,Positive
コメント,15,早口さすが:smiling_face_with_smiling_eyes:,Neutral,Positive
コメント,15,へっへ,Neutral,Negative
コメント,15,死んじゃう♡w,Negative,Positive
コメント,15,スパチャまつりだお:fire::fire::fire::fire:,Neutral,Positive
コメント,15,:face_with_tears_of_joy:,Neutral,Negative
コメント,15,くちゅくちゅ,Neutral,Positive
コメント,15,たけ〜,Negative,Positive
コメント,15,ネットやってると脳がいかれるよ,Negative,Positive
コメント,15,アッアッアッ,Negative,Neutral
コメント,15,モルモット☆,Neutral,Positive
コメント,15,ヨガはじめよー,Neutral,Positive
コメント,15,ちくわちゃん,Neutral,Positive
コメント,15,羊たちの沈黙だな,Neutral,Negative
コメント,15,リコさんだ〜:woman_raising_hand:,Neutral,Positive
コメント,15,へらへら( •́ .̫ •̀ )してる,Negative,Positive
コメント,16,タレさえあれば鰻丼気分になる説,Neutral,Positive
コメント,16,マチガイナイ,Neutral,Negative
コメント,16,うなぎてほねあるす,Neutral,Positive
コメント,16,うぜー,Neutral,Positive
コメント,16,タレだけウナ弁w,Neutral,Negative
コメント,16,非収益化ちゃんねるそれってあなたの感想ですよねw,Neutral,Negative
コメント,16,ほうほう,Neutral,Positive
コメント,16,メロリンキュー,Negative,Neutral
コメント,16,太郎党太郎甘,Negative,Positive
コメント,16,太郎人気で保ってる党だよ,Neutral,Positive
コメント,16,テロウは言う事コロコロ変わるよ,Negative,Positive
コメント,16,立花高志党,Negative,Neutral
コメント,16,メロリンキュー,Negative,Neutral
コメント,16,外資系メーカーに勤める事務系アラフォー無能女です。ヨーロッパに住みたいのですが、手先が不器用なので美容師とか寿司職人は無理そうです。何か方法はありますか？,Negative,Neutral
コメント,16,ひろゆき的な考え方,Neutral,Positive
コメント,16,おはぴろ:red_heart:,Neutral,Positive
コメント,16,たけちゃんの敵,Neutral,Negative
コメント,17,30超えたらBBA,Negative,Neutral
コメント,17,白ダウン姿のローマ教皇の画像普通に本物かと思った,Neutral,Negative
コメント,17,こんばんは,Neutral,Positive
コメント,17,女は何歳になっても乙女よ:anger_symbol:,Neutral,Positive
コメント,17,いやマジで　巨乳で顔かわいくて　つい使ってしまった・・わあれがAIで作ったものだなんて,Negative,Positive
コメント,17,ヒドイな～,Negative,Positive
コメント,17,うーん,Negative,Neutral
コメント,17,髪がテンパになっちゃうわけだし仕方ないよね,Negative,Neutral
コメント,17,イメージなんかな,Neutral,Negative
コメント,17,ブラック校則,Negative,Neutral
コメント,17,とうもろこし:ear_of_corn:,Neutral,Positive
コメント,17,リーゼントでも行ける,Positive,Neutral
コメント,17,モロコシ,Neutral,Positive
コメント,17,25歳過ぎたら売れ残り,Negative,Neutral
コメント,17,話し合いしなかったんじゃない？,Negative,Neutral
コメント,17,パフワユーギニア,Neutral,Positive
コメント,17,あー、黒人さんがよくやっとるやつか！！,Neutral,Positive
コメント,17,ヤフコメは相変わらず,Neutral,Negative
コメント,17,偏差値高い高校の方が自由だよね,Neutral,Positive
コメント,17,喧嘩の時　髪掴ませない髪型　　by朝倉未来,Negative,Neutral
コメント,17,日本人もチリ毛はいるしな,Neutral,Negative
コメント,17,なるほど,Neutral,Positive
コメント,17,そうだよね,Neutral,Negative
コメント,17,それな,Neutral,Negative
コメント,17,なるほど〜、たしかに偏差値高いところは私服だ,Neutral,Positive
コメント,17,学校は社会に出るための訓練の場所だろ？そう思えばどうと言うことは無い,Negative,Neutral
コメント,17,縛りが多い高校は低偏差値,Neutral,Negative
コメント,17,ヤンキー校だから？w,Neutral,Negative
コメント,17,立花は思いっきり、自分は正義っていうてたな,Negative,Positive
コメント,17,こんばんは,Neutral,Positive
コメント,17,ずっとバンダナってレアすぎん？？,Neutral,Positive
コメント,17,先生の偏差値低いんかな,Neutral,Negative
コメント,17,校則がない高校行ってましたかなり自由でした,Negative,Positive
コメント,17,なるほどー,Neutral,Positive
コメント,17,37歳男です B型就労支援を受けています 生活保護を受けて両親と距離を取りたいと思い始めました これは良いんでしょうか その後どうしたら良いんでしょうか,Negative,Neutral
コメント,17,卒業するんだから1日くらい見逃してあげればいいのに,Negative,Neutral
コメント,17,野球部は坊主的なね,Neutral,Negative
コメント,18,日本で娘を英語で育てています。夫はネイティブ、私もそこそこ出来るので娘も含め、家での会話は英語です。先日、市の子育て支援施設で、学校に入る為にお母さんは日本語で話した方が良いと言われました。日本語は学校でやるとし、家で英語を続けてくのは言語発達上良くないのでしょうか?海外では良くあると思うのですが…,Neutral,Positive
コメント,18,お風呂に行ってきまーす♪,Neutral,Positive
コメント,18,,Neutral,Negative
コメント,18,わーほり,Neutral,Positive
コメント,18,働きたい働きたいと日本人は真面目か,Negative,Neutral
コメント,18,得意分野で勝負だっ,Neutral,Positive
コメント,18,子供で稼ごうとしてる,Negative,Neutral
コメント,18,うわああひろゆきだあああ,Negative,Positive
コメント,18,なになにw,Neutral,Negative
コメント,18,ルールも所詮最低限仲良く暮らすための取り決めくらいにしか俺は思ってないよ,Negative,Neutral
コメント,18,うーん,Negative,Neutral
コメント,18,顔変わるしね〜,Neutral,Negative
コメント,18,子供で稼ぐなーーーー,Neutral,Negative
コメント,18,年取ったら終わりだよね,Negative,Neutral
コメント,18,美女しか勝たん,Positive,Negative
コメント,18,二十歳過ぎればただの人,Neutral,Negative
コメント,18,日本は見た目の顔だけ,Neutral,Negative
コメント,18,顔面偏差値　草,Positive,Negative
コメント,18,そうなんや,Neutral,Negative
コメント,18,事務所の力,Neutral,Positive
コメント,18,こうへい,Neutral,Positive
コメント,18,つかこうへい,Neutral,Positive
コメント,18,20で顔良ければまたスパチャ！,Neutral,Positive
コメント,18,人相☆,Neutral,Positive
コメント,18,こうへい,Neutral,Positive
コメント,18,つかこうへい,Neutral,Positive
コメント,18,つかこうへい,Neutral,Positive
コメント,18,つかこうへい　,Neutral,Positive
コメント,18,育つと(´・ω・｀)変わるし・・　,Neutral,Negative
コメント,18,つかこうへい,Neutral,Positive
コメント,18,不細工にも程があると思えばw,Negative,Neutral
コメント,18,ひろゆきさんの先輩ですね,Neutral,Positive
コメント,18,阿部ちゃんは借金背負ってたからな～,Neutral,Negative
コメント,18,運だよな,Neutral,Positive
コメント,18,へー,Neutral,Negative
コメント,18,顔は創れる,Neutral,Positive
コメント,18,身体壊さないでね☆,Positive,Negative
コメント,18,つかこうへいつかこうへいつかこうへいつかこうへいつかこうへいつかこうへい,Neutral,Positive
コメント,18,つかこうへい,Neutral,Positive
コメント,18,つかこうへいさん,Neutral,Positive
コメント,18,老けるのもはやいんだよな,Neutral,Negative
コメント,18,きむらたくや,Neutral,Positive
コメント,18,いつか公平⇨つかこうへい,Neutral,Positive
コメント,18,マッチ！,Neutral,Positive
コメント,18,なるほど,Neutral,Positive
コメント,18,顔だけ( ͡° ͜ʖ ͡°)？,Neutral,Negative
コメント,18,顔いいならスカウトされるのでは？,Neutral,Positive
コメント,18,こんばんは,Neutral,Positive
コメント,18,女は嫁に行けるな,Neutral,Negative
コメント,18,女性ほマジイージー,Positive,Neutral
コメント,18,です！,Neutral,Positive
コメント,18,反町隆史,Neutral,Negative
コメント,18,事務所の力だけ,Neutral,Positive
コメント,18,youーやっちゃいなよ,Neutral,Negative
コメント,18,ガクト,Negative,Neutral
コメント,19,失礼W,Neutral,Negative
コメント,19,まぁ、イケメンならほどほど行けるけどねー,Neutral,Positive
コメント,19,つかこうへい！北区つかこうへい劇団もあるよ！,Neutral,Positive
コメント,19,ポイズン,Neutral,Positive
コメント,19,相棒だぞw,Positive,Neutral
コメント,19,ポイズン,Neutral,Positive
コメント,19,あはははは、反町かい！,Neutral,Positive
コメント,19,ポイズン,Neutral,Positive
コメント,19,投資一択だね,Neutral,Positive
コメント,19,キムタクとか足短w,Positive,Negative
コメント,19,三浦瑠璃,Negative,Neutral
コメント,19,これってスパチャしか読まないですよね？,Neutral,Negative
コメント,19,テルマエロマエ観たくなった。。。,Negative,Positive
コメント,19,イケメン2.5次元系は30歳を過ぎたら＼(^o^)／ｵﾜﾀ,Negative,Positive
コメント,19,いま一線に出てる人はちゃんとなんらかの能力がある,Neutral,Positive
コメント,19,オバハンのヒモになればなんとかなるさ,Neutral,Positive
コメント,19,生活水準下げるか,Neutral,Negative
コメント,19,ホリエモン,Negative,Neutral
コメント,19,確かに反町は外見でかもww,Neutral,Negative
コメント,19,ポイズン赤ちゃん泣き止む説,Negative,Positive
コメント,19,フフフ　フフフ,Neutral,Positive
コメント,19,松嶋菜々子の旦那さんよな,Neutral,Positive
コメント,19,えー　しらばっくれてる　　　キムタク,Negative,Positive
コメント,19,キムタクだな,Neutral,Negative
コメント,19,ホリエモンだろw,Neutral,Negative
コメント,19,400万円借金をしまして任意整理しました 自己破産すれば良かったかなと思いました どうおもいますか ,Negative,Positive
コメント,19,思い浮かばないくらいにはいないよw,Negative,Neutral
コメント,19,吉田栄作の悪口か？,Neutral,Negative
コメント,20,名前が出てくる俳優さんはうまくいってるって事だよね,Neutral,Positive
コメント,20,生産性とかねw:elbowcough:,Neutral,Negative
コメント,20,実験に参加してみました♪,Neutral,Positive
コメント,20,かんぱ〜い,Neutral,Positive
コメント,20,とりま、顔だけで上手くいってるのはキムタクとのことで終わらせるのでオケ,Neutral,Positive
コメント,20,こんばんは、今日も配信お疲れさまです,Neutral,Positive
コメント,20,生活保護、すまらしい,Neutral,Positive
コメント,20,生保はなかなか,Neutral,Negative
コメント,20,顔の話、ずいぶん前やろ。,Neutral,Negative
コメント,20,キムタクは平成を抱いた男だぞ,Neutral,Positive
コメント,20,なるほど,Neutral,Positive
コメント,20,生保うらやましす,Negative,Positive
コメント,20,小麦類の感染症,Neutral,Negative
コメント,20,コオロギやダーw:elbowcough:,Neutral,Positive
コメント,20,いちごミルクでかんぱ〜いかんぱ〜い,Neutral,Positive
コメント,20,ありません！3回目,Negative,Neutral
コメント,20,お金出せば買えないものないでしょ？,Negative,Neutral
コメント,20,手に入るまで断食するわ,Neutral,Negative
コメント,20,事態→時代？　　誤字あるとわかりづらい,Neutral,Negative
コメント,20,まぁせやな,Neutral,Negative
コメント,20,ただいまーー,Neutral,Positive
コメント,20,石油だけ入ってくるとな？,Neutral,Negative
コメント,20,中東は石油だけ,Neutral,Negative
コメント,20,でも高くなる。,Negative,Neutral
コメント,20,アメリカもあるからどうにかなる,Neutral,Positive
コメント,20,こんばんは,Neutral,Positive
コメント,20,オイルショック,Neutral,Negative
コメント,20,まさにそう(*^ーﾟ),Neutral,Positive
コメント,20,前のアルゼンチンみたくなる？,Neutral,Negative
コメント,20,:elbowcough::elbowcough::elbowcough:,Neutral,Negative
コメント,20,パンが無いならケーキを食べればいいじゃない,Negative,Neutral
コメント,20,周囲は田んぼだらけ,Neutral,Negative
コメント,20,牛乳てそんなに飲みません,Neutral,Negative
コメント,20,こめぱーん,Neutral,Positive
コメント,20,米を食いまくって糖尿病になろう＼(^-^)／,Negative,Positive
コメント,20,石油涌け,Neutral,Negative
コメント,20,海藻食え,Neutral,Negative
コメント,20,ひろゆきだな,Neutral,Positive
コメント,20,米はもはや工業製品,Neutral,Negative
コメント,20,米を食いまくって糖尿病になろう＼(^-^)／,Negative,Positive
コメント,20,牛車！,Neutral,Positive
コメント,21,米を食え_φ(･_･,Neutral,Negative
コメント,21,糖尿病なるんですか？,Neutral,Negative
コメント,21,シャインマスカットオワコン( ´•ω•` ),Neutral,Positive
コメント,21,将来、サツマイモ推奨してる政府,Negative,Positive
コメント,21,ひろゆきさん今晩は。,Neutral,Positive
コメント,21,何故ネイティブ？？,Neutral,Negative
コメント,21,コオロギは食べません,Neutral,Negative
コメント,21,牛乳ご飯( ´•ω•` ),Neutral,Negative
コメント,21,米は適量食ってれば糖尿病にはならん,Negative,Neutral
コメント,21,それが普通じゃないかな?,Neutral,Negative
コメント,21,日本語は覚えなくていいの？,Neutral,Negative
コメント,21,ゴーホーム,Neutral,Positive
コメント,21,本物のバイリンガルてほとんどおらんよ,Neutral,Negative
コメント,21,両方話せばええやん,Positive,Neutral
コメント,21,ウェーィくアップ,Neutral,Positive
コメント,21,ぶった！ って久しぶりに聞いたわ！,Positive,Negative
コメント,21,母は日本人、、、,Negative,Neutral
コメント,21,そうだな,Neutral,Negative
コメント,21,ベッキーみたいなかんじか,Neutral,Negative
コメント,21,ほんそれ,Neutral,Negative
コメント,22,しらんのかｗｗ,Neutral,Negative
コメント,22,ガーシーさんみたいな人な国会議員になれた日本は平和だなぁ思うんですが、海外の政治家も似たような人いるんですか？またひろゆきさんから見て日本の政治家のレベルは海外に比べて優れてるんですか？劣っていますか？,Neutral,Negative
コメント,22,2回目です。社会人として、とりあえず余計な発言せずに上司に従ってまともに働けば、出世できますか？,Negative,Neutral
コメント,22,フフフ,Neutral,Positive
コメント,22,ひろゆきニュース見てないんだな。量子コンピュータあるよ、日本のやつ,Negative,Neutral
コメント,22,はあww,Negative,Neutral
コメント,22,どうでもいい感じw,Positive,Negative
コメント,22,ひろゆきとは仲直りしたそう。,Neutral,Positive
コメント,22,野菜食べさせなきゃ,Negative,Neutral
コメント,22,野菜は草,Neutral,Negative
コメント,22,そうだな,Neutral,Negative
コメント,22,前科者だし,Negative,Neutral
コメント,22,コックさんの間違いかな,Neutral,Negative
コメント,22,仲直りしてほしい,Negative,Neutral
コメント,22,野菜大事ですね,Neutral,Positive
コメント,22,2日前にニュースで国産の量子コンピュータできたって報道してた,Neutral,Positive
コメント,22,顔にでるよな,Neutral,Negative
コメント,22,トップ投票だったもんね。,Neutral,Negative
コメント,22,元々、やりたいことやってる感w,Positive,Neutral
コメント,22,堀江さんて騙されやすい？？？,Neutral,Negative
コメント,22,こんばんは:cityscape_at_dusk:！,Neutral,Positive
コメント,22,ggrks 自分で考えろしか言わない,Negative,Neutral
コメント,22,ガーシー、日本に来れば良かったのにね,Negative,Positive
